COOH_feature0,COOH_feature1,COOH_feature2,COOH_feature3,COOH_feature4,COOH_feature5,COOH_feature6,COOH_feature7,COOH_feature8,COOH_feature9,COOH_feature10,COOH_feature11,COOH_feature12,COOH_feature13,COOH_feature14,COOH_feature15,COOH_feature16,COOH_feature17,COOH_feature18,COOH_feature19,G_ads (eV),slab db row,COOH_H_adsorbed_all_sites_out.dbrow
0,0,0,0,1,2,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0.718887,10,56
0,0,0,0,1,2,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0.867202,10,57
0,0,0,0,1,2,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0.610181,10,58
0,0,0,0,1,2,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0.577626,10,59
0,0,0,0,1,2,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1.056755,10,60
0,1,0,0,0,2,1,1,2,0,1,0,2,0,0,1,1,0,0,1,1.818717,11,61
0,1,0,0,0,2,1,1,2,0,1,0,2,0,0,1,1,0,0,1,1.922426,11,62
0,1,0,0,0,2,1,1,2,0,1,0,2,0,0,1,1,0,0,1,2.424359,11,63
0,1,0,0,0,2,1,1,2,0,1,0,2,0,0,1,1,0,0,1,1.910172,11,64
0,1,0,0,0,2,1,1,2,0,1,0,2,0,0,1,1,0,0,1,1.869898,11,65
0,1,0,0,0,2,1,1,2,0,1,0,2,0,0,1,1,0,0,1,1.590149,11,66
0,0,0,0,1,4,0,0,1,1,0,1,0,0,2,0,1,0,1,1,0.674959,12,67
0,0,0,0,1,4,0,0,1,1,0,1,0,0,2,0,1,0,1,1,0.499572,12,68
0,0,0,0,1,4,0,0,1,1,0,1,0,0,2,0,1,0,1,1,0.514674,12,69
0,0,0,0,1,4,0,0,1,1,0,1,0,0,2,0,1,0,1,1,0.312307,12,70
0,0,0,0,1,4,0,0,1,1,0,1,0,0,2,0,1,0,1,1,0.304637,12,71
0,0,0,0,1,4,0,0,1,1,0,1,0,0,2,0,1,0,1,1,0.767670,12,72
1,0,0,0,0,1,1,1,2,1,1,0,0,2,0,0,1,2,0,0,1.765711,13,73
1,0,0,0,0,1,1,1,2,1,1,0,0,2,0,0,1,2,0,0,1.596444,13,74
1,0,0,0,0,1,1,1,2,1,1,0,0,2,0,0,1,2,0,0,1.853308,13,75
1,0,0,0,0,1,1,1,2,1,1,0,0,2,0,0,1,2,0,0,2.155480,13,76
1,0,0,0,0,1,1,1,2,1,1,0,0,2,0,0,1,2,0,0,2.103490,13,77
1,0,0,0,0,1,1,1,2,1,1,0,0,2,0,0,1,2,0,0,1.756649,13,78
0,0,0,0,1,1,1,2,0,2,0,2,0,1,0,0,1,1,0,1,0.441933,14,79
0,0,0,0,1,1,1,2,0,2,0,2,0,1,0,0,1,1,0,1,0.438828,14,80
0,0,0,0,1,1,1,2,0,2,0,2,0,1,0,0,1,1,0,1,0.423364,14,81
0,0,0,0,1,1,1,2,0,2,0,2,0,1,0,0,1,1,0,1,0.443665,14,82
0,0,0,0,1,1,1,2,0,2,0,2,0,1,0,0,1,1,0,1,0.445701,14,83
0,0,0,0,1,1,1,2,0,2,0,2,0,1,0,0,1,1,0,1,0.465076,14,84
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,0.953372,15,85
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,1.015597,15,86
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,1.193768,15,87
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,1.043249,15,88
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,0.997214,15,89
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,1.020174,15,90
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,2.104759,16,91
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1.601957,16,92
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1.899347,16,93
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1.674564,16,94
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1.898589,16,95
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1.887510,16,96
0,0,1,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,3,0,2.178388,17,97
0,0,1,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,3,0,2.108907,17,98
0,0,1,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,3,0,2.185139,17,99
0,0,1,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,3,0,1.522026,17,101
0,0,1,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,3,0,1.416556,17,102
