COOH_feature0,COOH_feature1,COOH_feature2,COOH_feature3,COOH_feature4,COOH_feature5,COOH_feature6,COOH_feature7,COOH_feature8,COOH_feature9,COOH_feature10,COOH_feature11,COOH_feature12,COOH_feature13,COOH_feature14,COOH_feature15,COOH_feature16,COOH_feature17,COOH_feature18,COOH_feature19,G_ads (eV),slab db row,COOH_H_adsorbed_all_sites_out.dbrow
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,1.329011,15,85
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,1.391235,15,86
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,1.569407,15,87
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,1.418887,15,88
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,1.372852,15,89
0,0,0,1,0,3,0,2,1,0,0,1,0,2,0,0,1,1,1,0,1.395813,15,90
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,2.480397,16,91
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1.977595,16,92
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,2.274986,16,93
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,2.050203,16,94
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,2.274227,16,95
1,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,0,2.263148,16,96
0,0,1,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,3,0,2.554027,17,97
0,0,1,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,3,0,2.484546,17,98
0,0,1,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,3,0,2.560778,17,99
0,0,1,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,3,0,1.897665,17,101
0,0,1,0,0,1,2,1,0,2,1,1,0,1,0,0,0,0,3,0,1.792195,17,102
