COOH_feature0,COOH_feature1,COOH_feature2,COOH_feature3,COOH_feature4,COOH_feature5,COOH_feature6,COOH_feature7,COOH_feature8,COOH_feature9,COOH_feature10,COOH_feature11,COOH_feature12,COOH_feature13,COOH_feature14,COOH_feature15,COOH_feature16,COOH_feature17,COOH_feature18,COOH_feature19,G_ads (eV),slab db row,swim_ring_H_COOH_out.dbrow
0,0,0,0,1,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.197860,35,35
0,0,0,0,1,6,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0.204439,36,36
0,0,0,0,1,6,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0.293129,37,37
0,0,0,0,1,6,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0.232904,38,38
0,0,0,0,1,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.212795,39,39
0,0,0,0,1,6,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0.195550,40,40
0,0,0,0,1,5,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0.108833,41,41
0,0,0,0,1,2,4,0,0,0,2,1,0,0,0,2,1,0,0,0,0.189004,42,42
0,0,0,0,1,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0.298525,43,43
0,0,0,0,1,2,4,0,0,0,1,2,0,0,0,3,0,0,0,0,0.175536,44,44
0,0,0,0,1,5,1,0,0,0,0,0,0,0,3,1,1,0,0,1,-0.072296,45,45
0,0,0,0,1,4,2,0,0,0,2,1,0,0,0,2,0,0,0,1,0.104672,46,46
0,0,0,0,1,4,2,0,0,0,1,2,0,0,0,0,1,0,0,2,0.029687,47,47
0,0,0,0,1,2,4,0,0,0,1,2,0,0,0,1,0,0,0,2,0.090844,48,48
0,0,0,0,1,3,3,0,0,0,2,1,0,0,0,3,0,0,0,0,0.223768,49,49
0,0,0,0,1,3,3,0,0,0,2,1,0,0,0,1,2,0,0,0,0.175639,50,50
0,0,0,0,1,2,4,0,0,0,1,2,0,0,0,2,1,0,0,0,0.275104,51,51
0,0,0,0,1,2,4,0,0,0,0,3,0,0,0,1,1,0,0,1,0.044540,52,52
0,0,0,0,1,1,5,0,0,0,2,1,0,0,0,2,1,0,0,0,0.311995,53,53
0,0,0,0,1,1,5,0,0,0,2,0,0,0,1,1,1,0,0,1,0.279333,54,54
0,0,0,0,1,3,3,0,0,0,1,2,0,0,0,3,0,0,0,0,0.250344,55,55
0,0,0,0,1,3,3,0,0,0,2,1,0,0,0,0,2,0,0,1,0.156418,56,56
0,0,0,0,1,3,3,0,0,0,1,2,0,0,0,1,1,0,0,1,0.220864,57,57
0,0,0,0,1,2,4,0,0,0,0,2,0,0,1,2,1,0,0,0,0.237370,58,58
0,0,0,0,1,3,3,0,0,0,2,0,0,0,1,0,3,0,0,0,0.231630,59,59
0,0,0,0,1,3,3,0,0,0,1,1,0,0,1,1,2,0,0,0,0.123289,60,60
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0.828901,61,61
0,0,0,1,0,0,6,0,0,0,0,1,0,2,0,0,2,0,1,0,0.767076,62,62
0,0,0,1,0,0,6,0,0,0,0,2,0,1,0,0,3,0,0,0,0.789085,63,63
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0.790197,64,64
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,1,0,2,0,0.779541,65,65
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,2,0,1,0,0.774171,66,66
0,0,0,1,0,0,6,0,0,0,0,2,0,1,0,0,2,0,1,0,0.746656,67,67
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0.701551,68,68
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,1,0,2,0,0.710642,69,69
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0.804716,70,70
0,0,0,1,0,0,6,0,0,0,0,2,0,1,0,0,2,0,1,0,0.766583,71,71
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0.790932,72,72
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,2,0,1,0,0.774553,73,73
0,0,0,1,0,0,6,0,0,0,0,2,0,1,0,0,2,0,1,0,0.741929,74,74
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0.793866,75,75
0,0,0,1,0,0,6,0,0,0,0,2,0,1,0,0,1,0,2,0,0.749922,76,76
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0.746144,77,77
0,0,0,1,0,0,6,0,0,0,0,2,0,1,0,0,2,0,1,0,0.827537,78,78
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0.737773,79,79
0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0.792460,80,80
0,0,0,1,0,6,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0.680627,81,81
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.643893,82,82
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.687219,83,83
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0.685691,84,84
0,0,0,1,0,6,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0.634073,85,85
0,0,0,1,0,6,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0.665093,86,86
0,0,0,1,0,6,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0.674816,87,87
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.689277,88,88
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.711904,89,89
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.695117,90,90
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.674838,91,91
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.686590,92,92
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0.734348,93,93
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0.672399,94,94
0,0,0,1,0,6,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0.561519,95,95
0,0,0,1,0,6,0,0,0,0,2,0,0,1,0,1,0,0,2,0,0.612606,96,96
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.696847,97,97
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0.656365,98,98
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.712732,99,99
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.707454,100,100
0,0,0,1,0,4,2,0,0,0,3,0,0,0,0,2,0,0,1,0,0.636812,101,101
0,0,0,1,0,3,3,0,0,0,0,1,0,2,0,1,2,0,0,0,0.652708,102,102
0,0,0,1,0,0,6,0,0,0,1,2,0,0,0,0,1,0,2,0,0.768449,103,103
0,0,0,1,0,3,3,0,0,0,0,2,0,1,0,2,0,0,1,0,0.705627,104,104
0,0,0,1,0,2,4,0,0,0,1,2,0,0,0,2,1,0,0,0,0.682856,105,105
0,0,0,1,0,3,3,0,0,0,1,2,0,0,0,1,1,0,1,0,0.694147,106,106
0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0.637105,107,107
0,0,0,1,0,5,1,0,0,0,0,2,0,1,0,1,1,0,1,0,0.576589,108,108
0,0,0,1,0,2,4,0,0,0,0,2,0,1,0,2,1,0,0,0,0.685690,109,109
0,0,0,1,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0.685859,110,110
0,0,0,1,0,5,1,0,0,0,1,0,0,2,0,0,3,0,0,0,0.668170,111,111
0,0,0,1,0,3,3,0,0,0,1,1,0,1,0,2,1,0,0,0,0.678867,112,112
0,0,0,1,0,3,3,0,0,0,1,1,0,1,0,1,1,0,1,0,0.685046,113,113
0,0,0,1,0,3,3,0,0,0,1,2,0,0,0,1,2,0,0,0,0.710309,114,114
0,0,0,1,0,4,2,0,0,0,2,1,0,0,0,1,1,0,1,0,0.647140,115,115
0,0,0,1,0,2,4,0,0,0,1,2,0,0,0,1,2,0,0,0,0.670325,116,116
0,0,0,1,0,4,2,0,0,0,1,2,0,0,0,3,0,0,0,0,0.691365,117,117
0,0,0,1,0,4,2,0,0,0,1,1,0,1,0,1,1,0,1,0,0.550437,118,118
0,0,0,1,0,2,4,0,0,0,0,2,0,1,0,0,2,0,1,0,0.635899,119,119
0,0,0,1,0,2,4,0,0,0,3,0,0,0,0,2,0,0,1,0,0.808317,120,120
